_pathTag,"Test Case Description",Priority,"Can Automate","Is Automated","Validation points","Test Step Description"
Grid/Sort,"Add Sort for column have data type is 'Number' to a-z",,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Sort&quot; icon</li><li>Select column to sort filter have data type is &quot;Number&quot;</li><li>Select condition to Sort is &quot;a-z&quot;</li>"
Grid/Sort,"Add Sort for column have data type is 'Number' to z-a",,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Sort&quot; icon</li><li>Select column to sort filter have data type is &quot;Number&quot;</li><li>Select condition to Sort is &quot;z-a&quot;</li>"
Grid/Sort,"Add Sort for column have data type is 'Single Selection' to a-z",,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Sort&quot; icon</li><li>Select column to sort filter have data type is &quot;Sing Selection&quot;</li><li>Select condition to Sort is &quot;a-z&quot;</li>"
Grid/Sort,"Add Sort for column have data type is 'Single selection' to z-a",,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Sort&quot; icon</li><li>Select column to sort filter have data type is &quot;Sing Selection&quot;</li><li>Select condition to Sort is &quot;z-a&quot;</li>"
Grid/Sort,"Add Sort for column have data type is 'Date time' to a-z",,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Sort&quot; icon</li><li>Select column to sort filter have data type is &quot;Date time&quot;</li><li>Select condition to Sort is &quot;a-z&quot;</li>"
Grid/Sort,"Add Sort for column have data type is 'Date time' to z-a",,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Sort&quot; icon</li><li>Select column to sort filter have data type is &quot;Date time&quot;</li><li>Select condition to Sort is &quot;z-a&quot;</li>"
Grid/Sort,"Add Sort for column have data type is 'Localization' and localization type is 'Source language' to a-z",,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Sort&quot; icon</li><li>Select column to sort filter have data type is &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select condition to Sort is &quot;a-z&quot;</li>"
Grid/Sort,"Add Sort for column have data type is 'Localization' and localization type is 'Source language' to z-a",,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Sort&quot; icon</li><li>Select column to sort filter have data type is &quot;Localization&quot; and localization type is &quot;Source language&quot;</li><li>Select condition to Sort is &quot;z-a&quot;</li>"
Grid/Sort,"Add Sort for column have data type is 'Localization' and localization type is 'Target language' to a-z",,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Sort&quot; icon</li><li>Select column to sort filter have data type is &quot;Localization&quot; and localization type is &quot;Target language&quot;</li><li>Select condition to Sort is &quot;a-z&quot;</li>"
Grid/Sort,"Add Sort for column have data type is 'Localization' and localization type is 'Target language' to z-a",,true,false,,"<li>Access to the Gird</li><li>Click on the &quot;Sort&quot; icon</li><li>Select column to sort filter have data type is &quot;Localization&quot; and localization type is &quot;Target language&quot;</li><li>Select condition to Sort is &quot;z-a&quot;</li>"
Grid/View,"Set view data for 'Single line' column for 'View'",,true,false,,
Grid/View,"Set view data for 'Multiple lines' column for 'View'",,true,false,,
Grid/View,"Set view data for 'Rich text' column for 'View'",,true,false,,
Grid/View,"Set view data for 'Number' column for 'View'",,true,false,,
Grid/View,"Set view data for 'Single Selection' column for 'View'",,true,false,,
Grid/View,"Set view data for 'Date time' column for 'View'",,true,false,,
Grid/View,"Set view data for 'Localization' column and localization type is 'Source language' and  for 'View'",,true,false,,
Grid/View,"Set view data for 'Localization' column and localization type is 'Target language' and  for 'View'",,true,false,,
,"Switch to other grid",,true,false,,"<li>Access to the Gird</li><li>Click on the Grid&#39;s name</li><li>Select other gird to switch</li><li>Input brand&#39;s name</li>"
,"Display Company Infor",,false,false,,
,"Change the company's name but do not enter a new name",,false,false,,
,"Change the company name to an existing company name",,false,false,,
,"Change company description",,false,false,,
,"Do not set a description for the company",,false,false,,
,"Set the company's name with the Special characters",,false,false,,
,"Add group with an existing name",,false,false,,
,"Add group with Group's name cotain special characeters",,false,false,,
,"Find a group by entering the correct group name",,false,false,,
,"Find a group by entering each character",,false,false,,
,"Find a group by by entering special characters",,false,false,,
,"Verify 'Owner' can't invite member by entering registed email",,false,false,,
,"Invite member
(Send invitations to multiple accounts at the same time)",,false,false,,
,"Find a Member
(Account already in the Group)",,false,false,,
,"Find a Member
(Account does not exist in the Group)",,false,false,,
,"Edit Group & Access
(Add Access to Group)",,false,false,,
,"Edit Group & Access
(Remove Access to Group)",,false,false,,
,"Find a Role",,false,false,,
,"Add Roles with 'Owner' permissions",,true,false,,
,"Edit Role's Name",,true,false,,
,"Edit Role's Permisssion",,true,false,,
,"Delete Role",,false,false,,
,"View Role",,false,false,,
,"Sort members to Status
(All Status)",,false,false,,
,"Sort members to Status
(Active)",,false,false,,
,"Sort members to Status
(Inactive)",,false,false,,
,"Sort members to Role
(All Roles)",,false,false,,
,"Sort members to Role
(Owner)",,false,false,,
,"Sort members to Role
(Administrator)",,false,false,,
,"Sort members to Role
(User)",,false,false,,
,"Sort members to Role
(Custom Role)",,false,false,,
,"Find a Member
(Email is invited to the company)",,false,false,,
,"Find a Member
(Email has not been invited to the company)",,false,false,,
,"Sort member's name
(To A-Z)",,false,false,,
,"Sort member's name
(To Z-A)",,false,false,,
,"Sort member's role
(To A-Z)",,false,false,,
,"Sort member's role
(To Z-A)",,false,false,,
,"Sort Member's Status
(To A-Z)",,false,false,,
,"Sort Member's Status
(To Z-A)",,false,false,,
,"Deactivate Member",,true,false,,
,"Changing roles for 'Admin'",,true,false,,
,"Changing roles for 'User'",,true,false,,
,"Changing roles for 'Custom Role'",,true,false,,
,"View Access of Member",,false,false,,
,"Changing Workspace role of Member",,false,false,,
,"Sort Workspace to A-Z",,false,false,,
,"Sort Workspace to Z-A",,false,false,,
,"Sort Workspace's role to A-Z",,false,false,,
,"Sort Workspace's role to Z-A",,false,false,,
,"Transfer ownership 
(Enter the wrong password when confirming)",,false,false,,
,"Transfer ownership 
(Enter the correct password when confirming)",,false,false,,
,"Transfer ownership 
(Member has Active status)",,false,false,,
,"Add group with an existing name",,false,false,,
,"Add group with Group's name cotain special characeters",,false,false,,
,"Delete Group",,true,false,,
,"Find a group by entering the correct group name",,false,false,,
,"Find a group by entering each character",,false,false,,
,"Find a group by by entering special characters",,false,false,,
,"Access to the Group",,false,false,,
,"Invite member
 (Invite invitations for already created accounts)",,false,false,,
,"Invite member
 (Invite invitations with unregistered email)",,false,false,,
,"Invite member
(Send invitations to accounts already in the group)",,false,false,,
,"Invite member
(Send invitation to Email invalidate)",,false,false,,
,"Invite member
(Send invitations to multiple accounts at the same time)",,false,false,,
,"Remove from Group",,false,false,,
,"Find a Member
(Account already in the Group)",,false,false,,
,"Find a Member
(Account does not exist in the Group)",,false,false,,
,"Edit Group & Access
(Edit Group's name)",,false,false,,
,"Edit Group & Access
(Search Access to Workspace)",,false,false,,
,"Edit Group & Access
(Search Access to Databases)",,false,false,,
,"Edit Group & Access
(Search Access to Grids)",,false,false,,
,"Find a Role",,false,false,,
,"Add Roles with 'Admin' permissions",,true,false,,
,"Edit Role's Name",,true,false,,
,"Edit Role's Permisssion",,true,false,,
,"Delete Role",,true,false,,
,"View Role",,false,false,,
,"Sort members to Status
(All Status)",,true,false,,
,"Sort members to Status
(Active)",,true,false,,
,"Sort members to Status
(Inactive)",,true,false,,
,"Sort members to Role
(All Roles)",,true,false,,
,"Sort members to Role
(Owner)",,true,false,,
,"Sort members to Role
(Administrator)",,true,false,,
,"Sort members to Role
(User)",,true,false,,
,"Sort members to Role
(Custom Role)",,true,false,,
,"Find a Member
(Email is invited to the company)",,false,false,,
,"Find a Member
(Email has not been invited to the company)",,false,false,,
,"Sort member's name
(To A-Z)",,false,false,,
,"Sort member's name
(To Z-A)",,false,false,,
,"Sort member's role
(To A-Z)",,false,false,,
,"Sort member's role
(To Z-A)",,false,false,,
,"Sort Member's Status
(To A-Z)",,false,false,,
,"Sort Member's Status
(To Z-A)",,false,false,,
,"Deactivate Member",,true,false,,
,"Changing roles for 'Admin'",,true,false,,
,"Changing roles for 'User'",,true,false,,
,"Changing roles for 'Custom Role'",,true,false,,
,"View Access of Member",,true,false,,
,"Changing Workspace role of Member",,true,false,,
,"Sort Workspace to A-Z",,false,false,,
,"Sort Workspace's role to A-Z",,false,false,,
,"Sort Workspace's role to Z-A",,false,false,,
,"Add Column have data type is ""File""",,true,false,,"<li>Access to the grid</li><li>Click on &quot;Create column&quot; icon</li><li>Select data type is &quot;File&quot;and click on &quot;Save&quot; button </li>"
,"Add Column have data type is ""Boolean""",,true,false,,"<li>Access to the grid</li><li>Click on &quot;Create column&quot; icon</li><li>Select data type is &quot;Boolean&quot;and click on &quot;Save&quot; button </li>"
,"Add Column have data type is ""Markdown""",,true,false,,"<li>Access to the grid</li><li>Click on &quot;Create column&quot; icon</li><li>Select data type is &quot;Markdown&quot;and click on &quot;Save&quot; button </li>"
,"Delete column have data type is ""File""",,true,false,,"<li>Access to the Gird</li><li>Select column have data type is &quot;File&quot; to delete</li><li>Click on the &quot;Down arrow&quot; button</li><li>Select &quot;Delete column&quot;</li>"
,"Delete column have data type is ""Mark down""",,true,false,,"<li>Access to the Gird</li><li>Select column have data type is &quot;Markdown&quot; to delete</li><li>Click on the &quot;Down arrow&quot; button</li><li>Select &quot;Delete column&quot;</li>"
,"Delete column have data type is ""Boolean""",,true,false,,"<li>Access to the Gird</li><li>Select column have data type is &quot;BooleanFile&quot; to delete</li><li>Click on the &quot;Down arrow&quot; button</li><li>Select &quot;Delete column&quot;</li>"
